RealRate
7,62374231
7,65664807
7,12899337
7,40834717
7,32004091
7,34537864
7,55898662
6,87979814
6,50722489
6,27916218
5,62621423
5,88173142
5,5433895
5,86170487
5,57383847
5,70012244
5,40239353
5,80955824
5,8185791
6,26942178
6,35502485
6,03269333
6,14393792
6,14842454
6,21530449
6,1010181
6,46257937
6,62874874
6,85146491
7,34576833
7,44614428
6,87114867
6,97565415
6,60885326
6,06648144
6,07562511
6,16190057
6,01581783
6,38383581
6,19138804
5,93748656
5,1560053
5,33392835
5,59011814
5,4232741
5,40769529
5,2424908
5,08076952
4,54718526
4,62388041
4,20918205
3,94830491
4,04659032
4,58448381
3,99302785
3,9205807
3,55172642
3,86705459
3,74388639
3,54373436
3,60456573
3,57858135
3,55478545
3,76019917
4,3597144
4,33241266
4,27752862
4,48023176
4,60420021
4,95924181
4,52543171
4,57927551
4,60538556
4,09836913
4,04273806
4,41655648
4,49627175
4,65088068
4,43535275
4,54274482
4,70786025
4,46199391
4,35872218
4,61793872
4,86319371
4,73187982
4,97372227
4,87105004
4,62966249
4,41116564
4,00267623
3,73935273
4,27707143
4,29718333
4,03013495
4,02966583
4,1276234
4,36692739
4,55196762
4,55216196
4,80506176
4,38261115
4,3418185
4,17053207
4,3987447
4,20053902
4,05885498
3,8939207
3,92293115
3,90705382
4,17583618
4,1098331
4,04991631
4,18764426
4,22225375
4,13991739
3,87849555
3,63786206
3,56505772
3,41033346
3,19854245
3,62829159
3,66026498
3,78985987
3,74616997
3,56857666
3,35309944
3,1248226
2,95734236
2,72804375
3,32463334
3,50968543
3,26790846
3,00478524
2,67342493
2,77451693
2,66472062
2,76123734
2,59179878
2,70290307
2,45058069
2,39884319
2,56229533
2,72011647
2,77268493
2,62016875
2,97120305
3,65918278
3,62457709
3,59356552
3,7864194
3,58028405
3,6371045
3,95662307
4,10325275
4,11695307
4,24429022
4,05499673
3,72098557
3,6549273
3,4204808
2,90471287
2,93803016
3,14848844
3,01759856
3,0097294
2,88422441
2,72215346
2,64759197
2,59785872
2,8972936
3,10833442
3,30502587
3,49408029
3,36926055
3,32941538
3,52082209
3,31834947
3,14164675
2,95093511
3,2548678
3,21337489
3,3085558
3,55047337
3,43698117
3,27910832
3,19987642
3,0885119
3,15086952
3,01659074
2,97295683
2,91985104
2,84030163
2,77706891
2,85251196
2,84606553
2,89304228
2,87099745
2,77070571
2,77934018
2,49623921
1,93514547
2,22103048
2,22957981
2,30815245
2,36759019
2,71035881
2,67778993
2,70423805
3,11656311
3,0055618
3,10154331
3,16946543
3,14292186
3,14725353
3,1922035
3,41105112
3,51334339
3,44034736
3,20296665
3,3605311
3,1278929
3,06235485
3,04561328
2,88599618
2,87662559
2,83313793
2,63921042
2,25143294
2,26701398
2,26729473
2,22098391
2,43341797
2,52645602
2,52836744
2,33436142
2,17776797
1,98693245
1,81476553
2,0405763
2,52349996
2,40007343
2,42129018
2,70112632
2,35054993
2,31986391
2,14192855
1,74226259
1,44610825
1,26869564
1,39558681
1,69225366
1,48820174
1,466379
1,22359095
1,30961847
1,37072098
0,90511574
1,12868896
1,75170446
1,89723825
1,38081936
1,71390165
1,71357266
1,70195436
1,57158074
1,47016466
1,35814941
1,88324516
1,94657611
1,93379862
1,85580269
1,48469164
1,6871063
1,60768876
1,90953662
1,7792759
1,81315912
1,97934111
2,02052684
1,78986568
1,66688811
1,82002108
2,00821677
1,73569017
1,96704484
2,07568901
2,01834727
2,06484172
2,20441278
2,38362088
2,35839303
2,40637015
2,45080986
2,49634953
2,2982861
2,20605719
2,21206207
2,1998854
